lemma,correct,total,accuracy
i n f ɾ i n ç ˈi ɾ,652,660,98.79
o b t e n ˈe ɾ,443,660,67.12
s u p e ɾ b e n ˈi ɾ,411,660,62.27
k o m p a d e s ˈe ɾ,357,660,54.09
m e ɾ e s ˈe ɾ,266,660,40.3
k o n o s ˈe ɾ,257,660,38.94
m u l ç ˈe ɾ,215,660,32.58
